deal_id,company_id,rep_id,deal_name,product,deal_value,stage,probability,created_date,close_date,expected_close_date,loss_reason,deal_velocity_days,weighted_value
D00363,C0161,R002,PipelineIQ Pro — Deal 0363,PipelineIQ Pro,43305.97,Prospecting,10,2023-07-14,,2023-09-20,,,4330.6
D00364,C0398,R001,PipelineIQ Enterprise — Deal 0364,PipelineIQ Enterprise,117370.5,Closed Lost,0,2023-09-15,2024-01-01,,Chose competitor,108.0,0.0
D00365,C0140,R005,PipelineIQ Pro — Deal 0365,PipelineIQ Pro,28953.47,Prospecting,10,2023-11-15,,2024-01-20,,,2895.35
D00366,C0115,R002,PipelineIQ Enterprise — Deal 0366,PipelineIQ Enterprise,229798.78,Closed Won,100,2024-05-04,2024-08-09,,,97.0,229798.78
D00367,C0465,R004,PipelineIQ Starter — Deal 0367,PipelineIQ Starter,5065.13,Closed Won,100,2024-09-06,2024-10-27,,,51.0,5065.13
D00368,C0039,R004,PipelineIQ Pro — Deal 0368,PipelineIQ Pro,17191.17,Prospecting,10,2024-05-30,,2024-06-25,,,1719.12
D00369,C0485,R003,PipelineIQ Starter — Deal 0369,PipelineIQ Starter,11683.15,Closed Won,100,2023-01-27,2023-02-03,,,7.0,11683.15
D00370,C0323,R003,PipelineIQ Starter — Deal 0370,PipelineIQ Starter,8751.91,Prospecting,10,2023-03-24,,2023-05-01,,,875.19
D00371,C0397,R001,PipelineIQ Enterprise — Deal 0371,PipelineIQ Enterprise,64632.56,Negotiation,75,2024-04-09,,2024-06-01,,,48474.42
D00372,C0211,R005,PipelineIQ Starter — Deal 0372,PipelineIQ Starter,13628.98,Proposal,50,2024-03-29,,2024-06-20,,,6814.49
D00373,C0139,R002,PipelineIQ Enterprise — Deal 0373,PipelineIQ Enterprise,78729.62,Negotiation,75,2024-10-14,,2024-11-19,,,59047.21
D00374,C0084,R005,PipelineIQ Starter — Deal 0374,PipelineIQ Starter,13957.18,Qualification,25,2023-10-16,,2023-12-06,,,3489.3
D00375,C0344,R002,PipelineIQ Starter — Deal 0375,PipelineIQ Starter,12143.15,Qualification,25,2024-02-17,,2024-04-10,,,3035.79
D00376,C0372,R005,PipelineIQ Starter — Deal 0376,PipelineIQ Starter,10963.12,Qualification,25,2023-04-05,,2023-06-07,,,2740.78
D00377,C0478,R001,PipelineIQ Enterprise — Deal 0377,PipelineIQ Enterprise,215201.21,Closed Lost,0,2023-06-14,2023-08-26,,No decision made,73.0,0.0
D00378,C0346,R001,PipelineIQ Enterprise — Deal 0378,PipelineIQ Enterprise,63358.82,Negotiation,75,2024-02-11,,2024-04-19,,,47519.11
D00379,C0046,R002,PipelineIQ Enterprise — Deal 0379,PipelineIQ Enterprise,102559.82,Closed Lost,0,2023-07-27,2023-09-24,,Chose competitor,59.0,0.0
D00380,C0469,R002,PipelineIQ Starter — Deal 0380,PipelineIQ Starter,14541.93,Qualification,25,2023-07-27,,2023-09-10,,,3635.48
D00381,C0105,R001,PipelineIQ Pro — Deal 0381,PipelineIQ Pro,18804.97,Proposal,50,2024-04-20,,2024-04-22,,,9402.49
D00382,C0058,R002,PipelineIQ Starter — Deal 0382,PipelineIQ Starter,11780.33,Prospecting,10,2023-01-01,,2023-02-19,,,1178.03
D00383,C0068,R005,PipelineIQ Starter — Deal 0383,PipelineIQ Starter,12503.38,Qualification,25,2024-11-16,,2024-12-27,,,3125.84
D00384,C0098,R003,PipelineIQ Pro — Deal 0384,PipelineIQ Pro,32351.18,Proposal,50,2024-01-21,,2024-02-06,,,16175.59
D00385,C0136,R005,PipelineIQ Starter — Deal 0385,PipelineIQ Starter,9474.89,Closed Won,100,2023-10-31,2023-12-10,,,40.0,9474.89
D00386,C0443,R005,PipelineIQ Enterprise — Deal 0386,PipelineIQ Enterprise,59836.84,Closed Lost,0,2023-11-27,2023-12-04,,Chose competitor,7.0,0.0
D00387,C0146,R001,PipelineIQ Pro — Deal 0387,PipelineIQ Pro,25290.58,Prospecting,10,2024-03-17,,2024-04-22,,,2529.06
D00388,C0241,R003,PipelineIQ Starter — Deal 0388,PipelineIQ Starter,7365.08,Qualification,25,2023-04-15,,2023-06-05,,,1841.27
D00389,C0263,R004,PipelineIQ Enterprise — Deal 0389,PipelineIQ Enterprise,71656.52,Prospecting,10,2024-05-26,,2024-08-20,,,7165.65
D00390,C0450,R002,PipelineIQ Starter — Deal 0390,PipelineIQ Starter,14151.71,Prospecting,10,2024-10-16,,2024-10-28,,,1415.17
D00391,C0100,R002,PipelineIQ Pro — Deal 0391,PipelineIQ Pro,46299.32,Proposal,50,2023-04-15,,2023-07-05,,,23149.66
D00392,C0377,R002,PipelineIQ Pro — Deal 0392,PipelineIQ Pro,33179.86,Closed Lost,0,2024-08-09,2024-10-18,,No budget,70.0,0.0
D00393,C0444,R004,PipelineIQ Pro — Deal 0393,PipelineIQ Pro,42453.81,Negotiation,75,2023-08-28,,2023-10-22,,,31840.36
D00394,C0279,R001,PipelineIQ Starter — Deal 0394,PipelineIQ Starter,13747.33,Proposal,50,2024-06-11,,2024-07-04,,,6873.66
D00395,C0385,R003,PipelineIQ Enterprise — Deal 0395,PipelineIQ Enterprise,249183.01,Qualification,25,2023-08-23,,2023-11-05,,,62295.75
D00396,C0220,R005,PipelineIQ Pro — Deal 0396,PipelineIQ Pro,48591.86,Prospecting,10,2024-07-11,,2024-10-01,,,4859.19
D00397,C0207,R004,PipelineIQ Pro — Deal 0397,PipelineIQ Pro,38826.09,Closed Lost,0,2024-05-04,2024-08-02,,Price too high,90.0,0.0
D00398,C0392,R002,PipelineIQ Pro — Deal 0398,PipelineIQ Pro,23258.25,Qualification,25,2023-01-16,,2023-03-04,,,5814.56
D00399,C0323,R002,PipelineIQ Starter — Deal 0399,PipelineIQ Starter,8761.17,Prospecting,10,2023-07-04,,2023-08-02,,,876.12
D00400,C0188,R004,PipelineIQ Pro — Deal 0400,PipelineIQ Pro,26476.17,Prospecting,10,2024-11-26,,2025-02-19,,,2647.62
D00401,C0136,R004,PipelineIQ Starter — Deal 0401,PipelineIQ Starter,12772.87,Proposal,50,2023-04-18,,2023-07-15,,,6386.44
D00402,C0038,R005,PipelineIQ Pro — Deal 0402,PipelineIQ Pro,34930.11,Negotiation,75,2024-10-28,,2024-11-20,,,26197.58
D00403,C0286,R004,PipelineIQ Enterprise — Deal 0403,PipelineIQ Enterprise,77748.82,Proposal,50,2024-08-31,,2024-09-06,,,38874.41
D00404,C0312,R002,PipelineIQ Enterprise — Deal 0404,PipelineIQ Enterprise,156851.9,Negotiation,75,2024-03-16,,2024-06-04,,,117638.92
D00405,C0457,R001,PipelineIQ Enterprise — Deal 0405,PipelineIQ Enterprise,107760.82,Proposal,50,2023-06-12,,2023-06-29,,,53880.41
D00406,C0340,R005,PipelineIQ Starter — Deal 0406,PipelineIQ Starter,13508.72,Negotiation,75,2024-12-09,,2025-01-08,,,10131.54
D00407,C0332,R003,PipelineIQ Enterprise — Deal 0407,PipelineIQ Enterprise,136630.17,Negotiation,75,2024-06-03,,2024-07-11,,,102472.63
D00408,C0323,R005,PipelineIQ Starter — Deal 0408,PipelineIQ Starter,7981.37,Proposal,50,2024-06-08,,2024-08-18,,,3990.68
D00409,C0260,R004,PipelineIQ Starter — Deal 0409,PipelineIQ Starter,11472.71,Qualification,25,2024-10-03,,2024-12-12,,,2868.18
D00410,C0226,R001,PipelineIQ Pro — Deal 0410,PipelineIQ Pro,48685.05,Negotiation,75,2024-12-12,,2025-03-06,,,36513.79
D00411,C0200,R005,PipelineIQ Starter — Deal 0411,PipelineIQ Starter,8569.38,Prospecting,10,2024-02-16,,2024-04-14,,,856.94
D00412,C0232,R002,PipelineIQ Pro — Deal 0412,PipelineIQ Pro,21859.61,Negotiation,75,2023-01-27,,2023-04-16,,,16394.71
D00413,C0340,R005,PipelineIQ Pro — Deal 0413,PipelineIQ Pro,28315.69,Prospecting,10,2023-03-07,,2023-05-27,,,2831.57
D00414,C0439,R004,PipelineIQ Pro — Deal 0414,PipelineIQ Pro,32321.44,Proposal,50,2024-07-08,,2024-07-28,,,16160.72
D00415,C0164,R004,PipelineIQ Enterprise — Deal 0415,PipelineIQ Enterprise,164918.57,Qualification,25,2023-06-07,,2023-06-24,,,41229.64
D00416,C0163,R001,PipelineIQ Enterprise — Deal 0416,PipelineIQ Enterprise,165360.85,Proposal,50,2024-10-20,,2024-12-28,,,82680.43
D00417,C0406,R002,PipelineIQ Enterprise — Deal 0417,PipelineIQ Enterprise,154877.35,Qualification,25,2024-11-29,,2025-02-18,,,38719.34
D00418,C0387,R001,PipelineIQ Starter — Deal 0418,PipelineIQ Starter,8686.81,Negotiation,75,2024-11-10,,2024-12-27,,,6515.11
D00419,C0016,R004,PipelineIQ Pro — Deal 0419,PipelineIQ Pro,28332.87,Proposal,50,2024-08-05,,2024-08-10,,,14166.43
D00420,C0437,R005,PipelineIQ Enterprise — Deal 0420,PipelineIQ Enterprise,74965.1,Qualification,25,2023-06-30,,2023-08-13,,,18741.28
D00421,C0304,R005,PipelineIQ Pro — Deal 0421,PipelineIQ Pro,24391.29,Prospecting,10,2024-02-07,,2024-04-06,,,2439.13
D00422,C0327,R005,PipelineIQ Pro — Deal 0422,PipelineIQ Pro,21863.75,Qualification,25,2023-10-29,,2023-11-22,,,5465.94
D00423,C0405,R005,PipelineIQ Starter — Deal 0423,PipelineIQ Starter,11339.49,Prospecting,10,2024-08-12,,2024-09-16,,,1133.95
D00424,C0479,R002,PipelineIQ Pro — Deal 0424,PipelineIQ Pro,44060.79,Qualification,25,2024-07-13,,2024-09-25,,,11015.2
D00425,C0469,R001,PipelineIQ Starter — Deal 0425,PipelineIQ Starter,8401.86,Prospecting,10,2024-12-01,,2025-02-27,,,840.19
D00426,C0200,R004,PipelineIQ Pro — Deal 0426,PipelineIQ Pro,21531.06,Negotiation,75,2023-07-02,,2023-08-15,,,16148.3
D00427,C0114,R005,PipelineIQ Starter — Deal 0427,PipelineIQ Starter,14686.28,Prospecting,10,2023-08-15,,2023-11-12,,,1468.63
D00428,C0441,R003,PipelineIQ Pro — Deal 0428,PipelineIQ Pro,33540.93,Negotiation,75,2023-04-15,,2023-05-14,,,25155.7
D00429,C0488,R003,PipelineIQ Enterprise — Deal 0429,PipelineIQ Enterprise,71242.12,Negotiation,75,2024-01-10,,2024-01-14,,,53431.59
D00430,C0009,R004,PipelineIQ Enterprise — Deal 0430,PipelineIQ Enterprise,147926.42,Qualification,25,2024-07-26,,2024-09-06,,,36981.61
D00431,C0004,R003,PipelineIQ Enterprise — Deal 0431,PipelineIQ Enterprise,114088.28,Proposal,50,2023-09-25,,2023-10-24,,,57044.14
D00432,C0475,R005,PipelineIQ Starter — Deal 0432,PipelineIQ Starter,8066.19,Proposal,50,2024-08-13,,2024-08-23,,,4033.09
D00433,C0268,R002,PipelineIQ Starter — Deal 0433,PipelineIQ Starter,14138.8,Proposal,50,2023-02-18,,2023-03-16,,,7069.4
D00434,C0108,R001,PipelineIQ Enterprise — Deal 0434,PipelineIQ Enterprise,116723.03,Qualification,25,2023-03-30,,2023-05-16,,,29180.76
D00435,C0424,R004,PipelineIQ Pro — Deal 0435,PipelineIQ Pro,25765.32,Qualification,25,2023-04-21,,2023-06-02,,,6441.33
D00436,C0454,R002,PipelineIQ Pro — Deal 0436,PipelineIQ Pro,22080.4,Qualification,25,2024-01-10,,2024-03-30,,,5520.1
D00437,C0409,R005,PipelineIQ Starter — Deal 0437,PipelineIQ Starter,13175.39,Proposal,50,2023-04-10,,2023-05-11,,,6587.69
D00438,C0488,R001,PipelineIQ Pro — Deal 0438,PipelineIQ Pro,30656.44,Qualification,25,2024-09-27,,2024-11-01,,,7664.11
D00439,C0019,R001,PipelineIQ Starter — Deal 0439,PipelineIQ Starter,11971.26,Proposal,50,2023-10-18,,2023-10-30,,,5985.63
D00440,C0303,R005,PipelineIQ Pro — Deal 0440,PipelineIQ Pro,21206.37,Qualification,25,2023-05-05,,2023-08-03,,,5301.59
D00441,C0140,R002,PipelineIQ Enterprise — Deal 0441,PipelineIQ Enterprise,144577.54,Prospecting,10,2024-05-04,,2024-05-05,,,14457.75
D00442,C0393,R005,PipelineIQ Pro — Deal 0442,PipelineIQ Pro,19542.16,Closed Won,100,2024-07-25,2024-11-12,,,110.0,19542.16
D00443,C0468,R003,PipelineIQ Pro — Deal 0443,PipelineIQ Pro,29076.78,Closed Won,100,2024-07-24,2024-11-05,,,104.0,29076.78
D00444,C0276,R005,PipelineIQ Pro — Deal 0444,PipelineIQ Pro,29562.91,Closed Lost,0,2024-06-02,2024-07-26,,Project cancelled,54.0,0.0
D00445,C0173,R002,PipelineIQ Pro — Deal 0445,PipelineIQ Pro,24783.83,Closed Won,100,2024-05-19,2024-08-18,,,91.0,24783.83
D00446,C0174,R003,PipelineIQ Enterprise — Deal 0446,PipelineIQ Enterprise,117457.07,Negotiation,75,2024-07-08,,2024-09-27,,,88092.8
D00447,C0148,R003,PipelineIQ Enterprise — Deal 0447,PipelineIQ Enterprise,167664.24,Closed Lost,0,2024-12-30,2024-12-31,,Poor fit,1.0,0.0
D00448,C0416,R005,PipelineIQ Starter — Deal 0448,PipelineIQ Starter,10020.31,Qualification,25,2023-05-02,,2023-05-13,,,2505.08
D00449,C0022,R002,PipelineIQ Enterprise — Deal 0449,PipelineIQ Enterprise,135621.46,Qualification,25,2023-01-07,,2023-01-13,,,33905.36
D00450,C0450,R002,PipelineIQ Starter — Deal 0450,PipelineIQ Starter,13016.21,Qualification,25,2024-08-23,,2024-11-14,,,3254.05
D00451,C0036,R001,PipelineIQ Starter — Deal 0451,PipelineIQ Starter,5727.48,Qualification,25,2023-11-30,,2024-01-10,,,1431.87
D00452,C0325,R001,PipelineIQ Starter — Deal 0452,PipelineIQ Starter,5055.7,Qualification,25,2024-06-18,,2024-07-15,,,1263.92
D00453,C0146,R001,PipelineIQ Enterprise — Deal 0453,PipelineIQ Enterprise,135136.57,Negotiation,75,2023-10-18,,2023-11-26,,,101352.43
D00454,C0074,R005,PipelineIQ Enterprise — Deal 0454,PipelineIQ Enterprise,154958.38,Qualification,25,2024-09-26,,2024-11-28,,,38739.6
D00455,C0461,R002,PipelineIQ Pro — Deal 0455,PipelineIQ Pro,48708.33,Negotiation,75,2024-03-09,,2024-05-06,,,36531.25
D00456,C0077,R003,PipelineIQ Enterprise — Deal 0456,PipelineIQ Enterprise,207765.53,Negotiation,75,2024-10-20,,2024-12-12,,,155824.15
D00457,C0471,R005,PipelineIQ Enterprise — Deal 0457,PipelineIQ Enterprise,51273.08,Qualification,25,2024-12-21,,2025-01-12,,,12818.27
D00458,C0363,R001,PipelineIQ Pro — Deal 0458,PipelineIQ Pro,25076.96,Closed Lost,0,2024-06-22,2024-07-20,,Chose competitor,28.0,0.0
D00459,C0065,R002,PipelineIQ Enterprise — Deal 0459,PipelineIQ Enterprise,211545.83,Prospecting,10,2023-07-14,,2023-07-23,,,21154.58
D00460,C0320,R001,PipelineIQ Starter — Deal 0460,PipelineIQ Starter,11065.79,Closed Won,100,2024-10-03,2024-11-12,,,40.0,11065.79
D00461,C0213,R001,PipelineIQ Starter — Deal 0461,PipelineIQ Starter,5589.84,Negotiation,75,2024-06-16,,2024-07-18,,,4192.38
D00462,C0013,R005,PipelineIQ Pro — Deal 0462,PipelineIQ Pro,32133.82,Qualification,25,2024-04-19,,2024-06-03,,,8033.45
D00463,C0341,R005,PipelineIQ Enterprise — Deal 0463,PipelineIQ Enterprise,83011.83,Proposal,50,2024-12-24,,2025-01-05,,,41505.92
D00464,C0165,R003,PipelineIQ Pro — Deal 0464,PipelineIQ Pro,21192.94,Prospecting,10,2024-05-06,,2024-07-05,,,2119.29
D00465,C0195,R003,PipelineIQ Pro — Deal 0465,PipelineIQ Pro,41138.93,Qualification,25,2024-05-10,,2024-05-28,,,10284.73
D00466,C0262,R003,PipelineIQ Starter — Deal 0466,PipelineIQ Starter,13627.38,Closed Lost,0,2023-05-26,2023-08-14,,Price too high,80.0,0.0
D00467,C0201,R005,PipelineIQ Enterprise — Deal 0467,PipelineIQ Enterprise,198380.27,Qualification,25,2023-09-04,,2023-09-18,,,49595.07
D00468,C0241,R004,PipelineIQ Starter — Deal 0468,PipelineIQ Starter,10493.74,Prospecting,10,2023-05-04,,2023-07-26,,,1049.37
D00469,C0475,R002,PipelineIQ Starter — Deal 0469,PipelineIQ Starter,5633.22,Negotiation,75,2024-03-29,,2024-04-26,,,4224.91
D00470,C0080,R001,PipelineIQ Enterprise — Deal 0470,PipelineIQ Enterprise,181079.22,Closed Lost,0,2023-11-30,2023-12-24,,Chose competitor,24.0,0.0
D00471,C0088,R002,PipelineIQ Enterprise — Deal 0471,PipelineIQ Enterprise,241038.56,Closed Won,100,2024-02-26,2024-06-18,,,113.0,241038.56
D00472,C0156,R005,PipelineIQ Starter — Deal 0472,PipelineIQ Starter,12328.05,Negotiation,75,2023-03-19,,2023-06-09,,,9246.04
D00473,C0187,R002,PipelineIQ Starter — Deal 0473,PipelineIQ Starter,10531.36,Prospecting,10,2023-11-29,,2024-02-21,,,1053.14
D00474,C0285,R005,PipelineIQ Enterprise — Deal 0474,PipelineIQ Enterprise,242830.3,Negotiation,75,2023-07-28,,2023-09-07,,,182122.72
D00475,C0083,R004,PipelineIQ Pro — Deal 0475,PipelineIQ Pro,24337.24,Prospecting,10,2024-05-19,,2024-06-17,,,2433.72
D00476,C0296,R005,PipelineIQ Pro — Deal 0476,PipelineIQ Pro,25144.5,Closed Lost,0,2023-12-07,2024-01-10,,No budget,34.0,0.0
D00477,C0423,R002,PipelineIQ Pro — Deal 0477,PipelineIQ Pro,36392.45,Negotiation,75,2024-04-02,,2024-06-19,,,27294.34
D00478,C0083,R002,PipelineIQ Enterprise — Deal 0478,PipelineIQ Enterprise,137759.2,Prospecting,10,2024-03-26,,2024-04-04,,,13775.92
D00479,C0467,R005,PipelineIQ Starter — Deal 0479,PipelineIQ Starter,8311.1,Negotiation,75,2024-04-24,,2024-07-01,,,6233.33
D00480,C0488,R003,PipelineIQ Pro — Deal 0480,PipelineIQ Pro,40156.76,Qualification,25,2023-05-22,,2023-08-05,,,10039.19
D00481,C0416,R002,PipelineIQ Enterprise — Deal 0481,PipelineIQ Enterprise,239160.86,Proposal,50,2023-06-02,,2023-06-06,,,119580.43
D00482,C0281,R003,PipelineIQ Enterprise — Deal 0482,PipelineIQ Enterprise,200549.8,Prospecting,10,2024-02-11,,2024-02-18,,,20054.98
D00483,C0311,R003,PipelineIQ Starter — Deal 0483,PipelineIQ Starter,6732.66,Closed Won,100,2024-07-21,2024-09-22,,,63.0,6732.66
D00484,C0179,R005,PipelineIQ Enterprise — Deal 0484,PipelineIQ Enterprise,226965.08,Proposal,50,2024-08-05,,2024-10-01,,,113482.54
D00485,C0183,R003,PipelineIQ Enterprise — Deal 0485,PipelineIQ Enterprise,92117.15,Negotiation,75,2024-11-14,,2025-01-19,,,69087.86
D00486,C0009,R001,PipelineIQ Starter — Deal 0486,PipelineIQ Starter,7367.96,Proposal,50,2023-02-11,,2023-03-09,,,3683.98
D00487,C0418,R004,PipelineIQ Pro — Deal 0487,PipelineIQ Pro,49229.64,Qualification,25,2024-10-22,,2024-11-02,,,12307.41
D00488,C0178,R001,PipelineIQ Enterprise — Deal 0488,PipelineIQ Enterprise,221037.13,Proposal,50,2024-04-16,,2024-04-25,,,110518.57
D00489,C0399,R005,PipelineIQ Starter — Deal 0489,PipelineIQ Starter,14540.94,Closed Won,100,2023-04-06,2023-04-09,,,3.0,14540.94
D00490,C0013,R005,PipelineIQ Starter — Deal 0490,PipelineIQ Starter,11429.12,Prospecting,10,2023-12-23,,2024-03-17,,,1142.91
D00491,C0314,R005,PipelineIQ Starter — Deal 0491,PipelineIQ Starter,8027.91,Proposal,50,2023-07-17,,2023-07-25,,,4013.95
D00492,C0352,R004,PipelineIQ Starter — Deal 0492,PipelineIQ Starter,14116.54,Proposal,50,2023-03-26,,2023-04-22,,,7058.27
D00493,C0025,R001,PipelineIQ Enterprise — Deal 0493,PipelineIQ Enterprise,149973.05,Proposal,50,2023-05-29,,2023-07-19,,,74986.52
D00494,C0444,R002,PipelineIQ Enterprise — Deal 0494,PipelineIQ Enterprise,80186.34,Prospecting,10,2023-06-11,,2023-06-27,,,8018.63
D00495,C0072,R004,PipelineIQ Enterprise — Deal 0495,PipelineIQ Enterprise,234797.5,Closed Lost,0,2024-04-22,2024-07-28,,No decision made,97.0,0.0
D00496,C0196,R001,PipelineIQ Starter — Deal 0496,PipelineIQ Starter,6151.66,Negotiation,75,2023-04-29,,2023-05-14,,,4613.74
D00497,C0370,R001,PipelineIQ Pro — Deal 0497,PipelineIQ Pro,18657.69,Closed Won,100,2023-05-04,2023-07-23,,,80.0,18657.69
D00498,C0102,R005,PipelineIQ Starter — Deal 0498,PipelineIQ Starter,9464.91,Negotiation,75,2024-03-24,,2024-04-25,,,7098.68
D00499,C0221,R003,PipelineIQ Enterprise — Deal 0499,PipelineIQ Enterprise,199354.62,Qualification,25,2024-08-08,,2024-09-02,,,49838.65
D00500,C0449,R002,PipelineIQ Pro — Deal 0500,PipelineIQ Pro,26805.96,Proposal,50,2024-04-11,,2024-07-04,,,13402.98
D00501,C0091,R001,PipelineIQ Enterprise — Deal 0501,PipelineIQ Enterprise,212251.84,Negotiation,75,2023-06-03,,2023-07-10,,,159188.88
D00502,C0321,R005,PipelineIQ Starter — Deal 0502,PipelineIQ Starter,5901.0,Prospecting,10,2024-11-30,,2025-01-20,,,590.1
D00503,C0168,R001,PipelineIQ Enterprise — Deal 0503,PipelineIQ Enterprise,78122.24,Qualification,25,2024-08-13,,2024-11-07,,,19530.56
D00504,C0100,R002,PipelineIQ Starter — Deal 0504,PipelineIQ Starter,6501.28,Qualification,25,2023-01-18,,2023-04-04,,,1625.32
D00505,C0415,R003,PipelineIQ Enterprise — Deal 0505,PipelineIQ Enterprise,219374.62,Closed Lost,0,2024-01-25,2024-05-12,,Price too high,108.0,0.0
D00506,C0306,R002,PipelineIQ Enterprise — Deal 0506,PipelineIQ Enterprise,197196.65,Prospecting,10,2024-11-13,,2025-01-25,,,19719.67
D00507,C0118,R004,PipelineIQ Pro — Deal 0507,PipelineIQ Pro,19487.12,Negotiation,75,2023-01-18,,2023-01-31,,,14615.34
D00508,C0168,R004,PipelineIQ Pro — Deal 0508,PipelineIQ Pro,19152.76,Qualification,25,2024-01-03,,2024-03-14,,,4788.19
D00509,C0133,R002,PipelineIQ Enterprise — Deal 0509,PipelineIQ Enterprise,123338.12,Qualification,25,2023-08-06,,2023-08-10,,,30834.53
D00510,C0477,R001,PipelineIQ Starter — Deal 0510,PipelineIQ Starter,13881.02,Negotiation,75,2023-05-25,,2023-07-26,,,10410.76
D00511,C0286,R002,PipelineIQ Starter — Deal 0511,PipelineIQ Starter,9224.6,Qualification,25,2024-05-05,,2024-06-04,,,2306.15
D00512,C0369,R005,PipelineIQ Pro — Deal 0512,PipelineIQ Pro,24727.58,Prospecting,10,2023-03-04,,2023-04-30,,,2472.76
D00513,C0117,R005,PipelineIQ Enterprise — Deal 0513,PipelineIQ Enterprise,242798.8,Qualification,25,2023-01-23,,2023-03-17,,,60699.7
D00514,C0134,R001,PipelineIQ Starter — Deal 0514,PipelineIQ Starter,6264.83,Qualification,25,2023-12-17,,2024-01-27,,,1566.21
D00515,C0364,R001,PipelineIQ Starter — Deal 0515,PipelineIQ Starter,13277.68,Negotiation,75,2023-08-16,,2023-11-14,,,9958.26
D00516,C0465,R001,PipelineIQ Pro — Deal 0516,PipelineIQ Pro,16133.4,Prospecting,10,2024-09-22,,2024-11-08,,,1613.34
D00517,C0458,R004,PipelineIQ Pro — Deal 0517,PipelineIQ Pro,48480.62,Proposal,50,2024-01-13,,2024-03-08,,,24240.31
D00518,C0191,R005,PipelineIQ Pro — Deal 0518,PipelineIQ Pro,36801.72,Qualification,25,2024-11-24,,2025-01-08,,,9200.43
D00519,C0431,R002,PipelineIQ Pro — Deal 0519,PipelineIQ Pro,29880.95,Prospecting,10,2023-09-15,,2023-11-16,,,2988.1
D00520,C0057,R004,PipelineIQ Starter — Deal 0520,PipelineIQ Starter,6368.59,Closed Won,100,2024-03-20,2024-03-21,,,1.0,6368.59
D00521,C0107,R005,PipelineIQ Starter — Deal 0521,PipelineIQ Starter,10549.41,Negotiation,75,2023-05-06,,2023-05-11,,,7912.06
D00522,C0052,R004,PipelineIQ Starter — Deal 0522,PipelineIQ Starter,13060.97,Negotiation,75,2024-07-21,,2024-08-20,,,9795.73
D00523,C0217,R001,PipelineIQ Pro — Deal 0523,PipelineIQ Pro,28952.34,Negotiation,75,2024-05-15,,2024-06-05,,,21714.26
D00524,C0230,R001,PipelineIQ Enterprise — Deal 0524,PipelineIQ Enterprise,58524.69,Prospecting,10,2024-11-17,,2025-01-03,,,5852.47
D00525,C0238,R001,PipelineIQ Starter — Deal 0525,PipelineIQ Starter,6481.32,Prospecting,10,2023-12-17,,2023-12-25,,,648.13
D00526,C0028,R004,PipelineIQ Starter — Deal 0526,PipelineIQ Starter,6954.86,Prospecting,10,2023-04-15,,2023-05-17,,,695.49
D00527,C0497,R001,PipelineIQ Pro — Deal 0527,PipelineIQ Pro,39941.74,Qualification,25,2023-10-22,,2023-12-08,,,9985.43
D00528,C0059,R002,PipelineIQ Enterprise — Deal 0528,PipelineIQ Enterprise,240777.5,Proposal,50,2024-02-15,,2024-03-09,,,120388.75
D00529,C0273,R004,PipelineIQ Enterprise — Deal 0529,PipelineIQ Enterprise,89310.72,Prospecting,10,2023-07-06,,2023-08-20,,,8931.07
D00530,C0255,R004,PipelineIQ Enterprise — Deal 0530,PipelineIQ Enterprise,185273.23,Qualification,25,2024-09-02,,2024-10-05,,,46318.31
D00531,C0412,R003,PipelineIQ Starter — Deal 0531,PipelineIQ Starter,7045.62,Proposal,50,2023-07-23,,2023-10-17,,,3522.81
D00532,C0456,R004,PipelineIQ Starter — Deal 0532,PipelineIQ Starter,11069.63,Prospecting,10,2023-09-18,,2023-11-13,,,1106.96
D00533,C0269,R003,PipelineIQ Pro — Deal 0533,PipelineIQ Pro,30288.31,Prospecting,10,2024-08-22,,2024-08-31,,,3028.83
D00534,C0030,R004,PipelineIQ Starter — Deal 0534,PipelineIQ Starter,13306.93,Negotiation,75,2023-01-20,,2023-01-25,,,9980.2
D00535,C0302,R003,PipelineIQ Pro — Deal 0535,PipelineIQ Pro,29104.45,Qualification,25,2023-12-05,,2024-02-24,,,7276.11
D00536,C0249,R001,PipelineIQ Starter — Deal 0536,PipelineIQ Starter,12550.96,Negotiation,75,2024-04-02,,2024-06-17,,,9413.22
D00537,C0336,R001,PipelineIQ Enterprise — Deal 0537,PipelineIQ Enterprise,143471.72,Closed Won,100,2023-01-21,2023-04-27,,,96.0,143471.72
D00538,C0388,R005,PipelineIQ Pro — Deal 0538,PipelineIQ Pro,35494.76,Proposal,50,2023-03-11,,2023-05-23,,,17747.38
D00539,C0162,R003,PipelineIQ Enterprise — Deal 0539,PipelineIQ Enterprise,221584.06,Proposal,50,2024-08-10,,2024-08-11,,,110792.03
D00540,C0131,R003,PipelineIQ Starter — Deal 0540,PipelineIQ Starter,11677.1,Negotiation,75,2023-06-26,,2023-07-02,,,8757.83
D00541,C0426,R005,PipelineIQ Enterprise — Deal 0541,PipelineIQ Enterprise,171769.84,Prospecting,10,2023-11-01,,2024-01-23,,,17176.98
D00542,C0328,R004,PipelineIQ Enterprise — Deal 0542,PipelineIQ Enterprise,214342.33,Closed Lost,0,2024-09-12,2024-11-19,,Project cancelled,68.0,0.0
D00543,C0062,R005,PipelineIQ Starter — Deal 0543,PipelineIQ Starter,11480.27,Prospecting,10,2024-03-25,,2024-06-21,,,1148.03
