activity_id,deal_id,rep_id,activity_type,activity_date,duration_mins,outcome,notes,activity_month,is_positive
A002065,D00195,R002,Call,2024-07-16,120,Neutral,Champion confirmed,2024-07,False
A002066,D00490,R005,Follow-up,2023-12-23,30,Neutral,Decision deferred,2023-12,False
A002067,D00795,R002,Follow-up,2023-11-14,45,Positive,,2023-11,True
A002068,D00881,R002,Call,2023-04-03,90,Positive,Awaiting legal review,2023-04,True
A002069,D00182,R005,Proposal Sent,2023-12-25,30,Negative,Follow up scheduled,2023-12,False
A002070,D00962,R001,Proposal Sent,2023-10-19,15,No Response,Awaiting legal review,2023-10,False
A002071,D00656,R002,Email,2024-08-17,60,Negative,Awaiting legal review,2024-08,False
A002072,D00694,R001,Meeting,2023-06-21,90,Neutral,Budget approved,2023-06,False
A002073,D00030,R003,Call,2024-03-15,30,No Response,Budget approved,2024-03,False
A002074,D01120,R001,Demo,2024-11-24,45,Positive,Follow up scheduled,2024-11,True
A002075,D00778,R005,Email,2023-05-21,60,Positive,,2023-05,True
A002076,D00444,R005,Email,2024-06-02,120,Neutral,Budget approved,2024-06,False
A002077,D00298,R005,Follow-up,2024-10-03,45,Neutral,Sent pricing deck,2024-10,False
A002078,D00808,R002,Follow-up,2023-02-25,120,Positive,Awaiting legal review,2023-02,True
A002079,D00845,R005,Call,2023-07-15,90,No Response,Decision deferred,2023-07,False
A002080,D01016,R001,Email,2023-10-20,90,Positive,Sent pricing deck,2023-10,True
A002081,D00554,R004,Demo,2023-02-07,15,Positive,Follow up scheduled,2023-02,True
A002082,D00303,R002,Proposal Sent,2023-04-15,60,Neutral,Awaiting legal review,2023-04,False
A002083,D00421,R005,Follow-up,2024-02-19,120,Negative,Sent pricing deck,2024-02,False
A002084,D00185,R003,Call,2024-10-18,120,Positive,Decision deferred,2024-10,True
A002085,D00468,R004,Call,2023-08-01,120,Positive,Follow up scheduled,2023-08,True
A002086,D00754,R002,Proposal Sent,2023-02-12,90,Positive,,2023-02,True
A002087,D00363,R002,Meeting,2023-10-04,120,Positive,Stakeholder meeting set,2023-10,True
A002088,D00336,R001,Demo,2023-05-25,120,Positive,Budget approved,2023-05,True
A002089,D00162,R004,Meeting,2024-05-06,30,No Response,Champion confirmed,2024-05,False
A002090,D01184,R001,Demo,2024-08-07,15,Negative,Sent pricing deck,2024-08,False
A002091,D00012,R004,Demo,2024-07-25,30,Negative,Stakeholder meeting set,2024-07,False
A002092,D01097,R002,Follow-up,2024-06-15,60,Negative,,2024-06,False
A002093,D00588,R004,Follow-up,2024-08-09,90,Neutral,Decision deferred,2024-08,False
A002094,D00201,R003,Email,2024-12-09,30,Positive,,2024-12,True
A002095,D00522,R004,Proposal Sent,2024-08-25,90,Positive,Champion confirmed,2024-08,True
A002096,D00505,R003,Demo,2024-01-27,45,Negative,Follow up scheduled,2024-01,False
A002097,D00788,R003,Proposal Sent,2023-04-09,60,Positive,Awaiting legal review,2023-04,True
A002098,D01063,R001,Demo,2024-07-06,30,Positive,Champion confirmed,2024-07,True
A002099,D00060,R004,Follow-up,2023-04-01,45,No Response,Budget approved,2023-04,False
A002100,D00578,R005,Follow-up,2023-12-05,45,Neutral,Decision deferred,2023-12,False
A002101,D00321,R002,Demo,2023-08-07,120,Negative,Awaiting legal review,2023-08,False
A002102,D00923,R001,Demo,2023-10-05,60,Neutral,Sent pricing deck,2023-10,False
A002103,D00569,R001,Follow-up,2024-09-24,30,Negative,Champion confirmed,2024-09,False
A002104,D01102,R001,Follow-up,2023-02-10,45,Negative,,2023-02,False
A002105,D00527,R001,Call,2023-12-13,60,No Response,Stakeholder meeting set,2023-12,False
A002106,D00524,R001,Email,2024-12-30,15,No Response,Follow up scheduled,2024-12,False
A002107,D00613,R005,Proposal Sent,2024-12-25,45,No Response,,2024-12,False
A002108,D01180,R004,Email,2023-09-25,15,No Response,Decision deferred,2023-09,False
A002109,D00125,R001,Email,2024-01-17,30,Positive,Awaiting legal review,2024-01,True
A002110,D00871,R001,Email,2024-08-30,90,Positive,,2024-08,True
A002111,D00280,R003,Follow-up,2024-06-10,120,Positive,Champion confirmed,2024-06,True
A002112,D00917,R001,Follow-up,2023-08-09,60,Positive,Sent pricing deck,2023-08,True
A002113,D00622,R002,Email,2024-09-01,120,Positive,,2024-09,True
A002114,D00846,R003,Proposal Sent,2024-05-02,30,Neutral,Stakeholder meeting set,2024-05,False
A002115,D00674,R002,Meeting,2023-04-22,15,No Response,Champion confirmed,2023-04,False
A002116,D01152,R004,Proposal Sent,2024-12-23,120,Neutral,Stakeholder meeting set,2024-12,False
A002117,D00314,R002,Call,2024-10-12,90,Positive,Awaiting legal review,2024-10,True
A002118,D00332,R001,Follow-up,2024-03-16,15,Neutral,Budget approved,2024-03,False
A002119,D01174,R002,Call,2024-07-09,90,Neutral,Champion confirmed,2024-07,False
A002120,D00036,R001,Follow-up,2023-12-03,90,Positive,Follow up scheduled,2023-12,True
A002121,D01046,R003,Call,2023-06-24,60,Neutral,Budget approved,2023-06,False
A002122,D00206,R004,Demo,2024-02-05,45,Neutral,Budget approved,2024-02,False
A002123,D00639,R005,Demo,2023-08-09,45,Positive,Follow up scheduled,2023-08,True
A002124,D00848,R004,Meeting,2023-11-04,90,No Response,Decision deferred,2023-11,False
A002125,D00440,R005,Meeting,2023-08-08,30,Positive,Stakeholder meeting set,2023-08,True
A002126,D00729,R003,Follow-up,2023-02-18,30,Positive,,2023-02,True
A002127,D01120,R001,Demo,2024-12-24,90,Positive,Awaiting legal review,2024-12,True
A002128,D00941,R001,Follow-up,2024-05-23,45,Positive,Champion confirmed,2024-05,True
A002129,D00164,R002,Proposal Sent,2023-08-16,90,Positive,Follow up scheduled,2023-08,True
A002130,D00148,R003,Proposal Sent,2023-04-28,120,Negative,Awaiting legal review,2023-04,False
A002131,D00294,R001,Proposal Sent,2024-09-03,45,Neutral,Champion confirmed,2024-09,False
A002132,D00195,R002,Follow-up,2024-11-07,60,Positive,Sent pricing deck,2024-11,True
A002133,D00663,R004,Meeting,2023-11-20,90,Positive,Champion confirmed,2023-11,True
A002134,D00480,R003,Follow-up,2023-06-30,15,Neutral,Champion confirmed,2023-06,False
A002135,D00123,R004,Meeting,2024-04-29,120,Neutral,,2024-04,False
A002136,D00699,R005,Meeting,2024-10-08,15,No Response,Champion confirmed,2024-10,False
A002137,D00965,R001,Follow-up,2023-05-27,15,Neutral,Follow up scheduled,2023-05,False
A002138,D00661,R003,Proposal Sent,2024-02-04,90,Positive,Decision deferred,2024-02,True
A002139,D01128,R003,Call,2023-06-16,30,Negative,Stakeholder meeting set,2023-06,False
A002140,D00710,R002,Email,2023-12-28,30,No Response,Awaiting legal review,2023-12,False
A002141,D00396,R005,Proposal Sent,2024-09-23,90,Positive,Stakeholder meeting set,2024-09,True
A002142,D00912,R004,Email,2023-12-23,120,Positive,Sent pricing deck,2023-12,True
A002143,D01005,R005,Call,2024-02-13,120,Negative,Stakeholder meeting set,2024-02,False
A002144,D01166,R005,Call,2024-09-02,60,Positive,Stakeholder meeting set,2024-09,True
A002145,D00317,R001,Demo,2024-10-23,90,Neutral,Budget approved,2024-10,False
A002146,D00681,R005,Follow-up,2024-05-03,15,Positive,Decision deferred,2024-05,True
A002147,D00495,R004,Demo,2024-05-23,60,Neutral,Budget approved,2024-05,False
A002148,D00556,R003,Proposal Sent,2024-08-24,45,No Response,Champion confirmed,2024-08,False
A002149,D00610,R004,Demo,2024-06-12,45,Positive,,2024-06,True
A002150,D00109,R005,Call,2023-05-13,15,Positive,Sent pricing deck,2023-05,True
A002151,D00372,R005,Demo,2024-05-28,15,Positive,Budget approved,2024-05,True
A002152,D00855,R002,Demo,2024-11-05,90,Positive,,2024-11,True
A002153,D00616,R003,Meeting,2024-07-10,15,Negative,Sent pricing deck,2024-07,False
A002154,D00768,R003,Proposal Sent,2024-12-06,30,No Response,Sent pricing deck,2024-12,False
A002155,D00206,R004,Call,2024-01-17,60,Neutral,Follow up scheduled,2024-01,False
A002156,D00847,R003,Meeting,2023-11-20,45,Positive,Awaiting legal review,2023-11,True
A002157,D00043,R002,Call,2024-02-03,30,No Response,Champion confirmed,2024-02,False
A002158,D00865,R002,Follow-up,2023-08-07,120,Positive,Awaiting legal review,2023-08,True
A002159,D00785,R005,Demo,2024-03-16,60,Neutral,Stakeholder meeting set,2024-03,False
A002160,D00476,R005,Follow-up,2024-01-07,15,No Response,Stakeholder meeting set,2024-01,False
A002161,D00083,R001,Demo,2024-08-31,45,Neutral,Follow up scheduled,2024-08,False
A002162,D01134,R004,Meeting,2024-07-26,30,Negative,Awaiting legal review,2024-07,False
A002163,D00190,R004,Meeting,2023-07-28,60,Neutral,Budget approved,2023-07,False
A002164,D00800,R004,Call,2024-12-13,120,Positive,Awaiting legal review,2024-12,True
A002165,D00936,R005,Call,2024-07-31,90,Negative,Follow up scheduled,2024-07,False
A002166,D00251,R002,Follow-up,2024-05-26,60,Positive,Decision deferred,2024-05,True
A002167,D00291,R001,Follow-up,2024-04-03,30,Neutral,Awaiting legal review,2024-04,False
A002168,D00326,R003,Follow-up,2024-12-11,30,No Response,Awaiting legal review,2024-12,False
A002169,D00837,R001,Proposal Sent,2024-09-22,15,Positive,Decision deferred,2024-09,True
A002170,D00508,R004,Email,2024-01-22,90,Neutral,Stakeholder meeting set,2024-01,False
A002171,D00731,R003,Email,2023-06-01,60,Positive,Follow up scheduled,2023-06,True
A002172,D00072,R003,Follow-up,2024-10-29,60,Positive,Sent pricing deck,2024-10,True
A002173,D00641,R005,Follow-up,2024-07-21,15,Positive,Follow up scheduled,2024-07,True
A002174,D00940,R003,Proposal Sent,2024-12-18,30,Positive,Follow up scheduled,2024-12,True
A002175,D00608,R003,Meeting,2024-11-07,90,Neutral,Decision deferred,2024-11,False
A002176,D00566,R001,Email,2024-09-14,60,Positive,Sent pricing deck,2024-09,True
A002177,D00054,R001,Follow-up,2023-07-05,30,Neutral,Champion confirmed,2023-07,False
A002178,D00528,R002,Follow-up,2024-04-30,120,No Response,Sent pricing deck,2024-04,False
A002179,D00611,R003,Proposal Sent,2024-12-22,30,Neutral,Awaiting legal review,2024-12,False
A002180,D00193,R004,Follow-up,2024-03-21,90,Positive,Follow up scheduled,2024-03,True
A002181,D00058,R001,Demo,2024-08-20,30,Positive,Sent pricing deck,2024-08,True
A002182,D01135,R003,Call,2023-02-20,60,Positive,Follow up scheduled,2023-02,True
A002183,D00129,R005,Proposal Sent,2023-12-04,30,No Response,Champion confirmed,2023-12,False
A002184,D00706,R002,Meeting,2024-03-27,60,Negative,Decision deferred,2024-03,False
A002185,D00852,R002,Email,2024-04-13,45,Positive,Stakeholder meeting set,2024-04,True
A002186,D00008,R005,Follow-up,2023-04-18,90,Neutral,,2023-04,False
A002187,D00029,R004,Call,2023-04-22,90,No Response,Follow up scheduled,2023-04,False
A002188,D01136,R005,Call,2023-03-05,30,Positive,Follow up scheduled,2023-03,True
A002189,D00947,R005,Call,2024-08-27,60,No Response,Follow up scheduled,2024-08,False
A002190,D00131,R005,Demo,2024-12-15,45,Neutral,Awaiting legal review,2024-12,False
A002191,D00188,R003,Proposal Sent,2024-12-09,90,Positive,Budget approved,2024-12,True
A002192,D00709,R002,Meeting,2023-11-16,15,Negative,Awaiting legal review,2023-11,False
A002193,D00212,R001,Follow-up,2023-12-08,15,Neutral,Budget approved,2023-12,False
A002194,D00276,R005,Call,2024-09-13,120,Neutral,Stakeholder meeting set,2024-09,False
A002195,D01097,R002,Demo,2024-05-04,60,Positive,,2024-05,True
A002196,D00243,R005,Demo,2024-12-17,60,Neutral,Budget approved,2024-12,False
A002197,D01126,R005,Meeting,2024-07-26,15,Negative,Budget approved,2024-07,False
A002198,D00987,R003,Demo,2024-12-04,60,Neutral,Follow up scheduled,2024-12,False
A002199,D00685,R002,Email,2023-02-27,30,No Response,,2023-02,False
A002200,D00171,R002,Call,2023-05-05,90,Positive,Awaiting legal review,2023-05,True
A002201,D00653,R004,Email,2024-03-30,90,Positive,Decision deferred,2024-03,True
A002202,D00188,R003,Follow-up,2024-12-14,120,Positive,Awaiting legal review,2024-12,True
A002203,D01110,R005,Email,2024-05-11,60,Positive,Stakeholder meeting set,2024-05,True
A002204,D00052,R002,Meeting,2024-09-13,15,Neutral,Awaiting legal review,2024-09,False
A002205,D00111,R001,Demo,2024-05-31,60,Negative,Awaiting legal review,2024-05,False
A002206,D00877,R001,Proposal Sent,2023-11-29,15,Negative,Sent pricing deck,2023-11,False
A002207,D01067,R003,Follow-up,2024-06-20,60,Positive,,2024-06,True
A002208,D00211,R003,Proposal Sent,2024-03-28,45,Neutral,Decision deferred,2024-03,False
A002209,D00858,R002,Proposal Sent,2024-10-26,90,Positive,Sent pricing deck,2024-10,True
A002210,D00627,R005,Call,2023-07-18,45,Positive,Stakeholder meeting set,2023-07,True
A002211,D01050,R002,Demo,2023-10-03,120,Neutral,Sent pricing deck,2023-10,False
A002212,D00299,R002,Meeting,2024-10-29,15,Positive,Sent pricing deck,2024-10,True
A002213,D01101,R005,Proposal Sent,2024-12-29,120,Positive,Follow up scheduled,2024-12,True
A002214,D00924,R004,Meeting,2023-05-16,15,No Response,Sent pricing deck,2023-05,False
A002215,D00137,R002,Email,2023-03-02,120,Neutral,Awaiting legal review,2023-03,False
A002216,D01044,R004,Email,2024-06-11,45,Positive,,2024-06,True
A002217,D00440,R005,Follow-up,2023-07-03,15,Negative,Follow up scheduled,2023-07,False
A002218,D00211,R003,Demo,2024-02-06,15,Positive,Champion confirmed,2024-02,True
A002219,D00752,R002,Proposal Sent,2023-03-04,90,Positive,,2023-03,True
A002220,D00435,R004,Meeting,2023-07-06,60,Neutral,Budget approved,2023-07,False
A002221,D00780,R002,Email,2023-06-24,120,Positive,Sent pricing deck,2023-06,True
A002222,D00439,R001,Email,2023-10-29,90,No Response,Follow up scheduled,2023-10,False
A002223,D00666,R005,Meeting,2024-11-22,15,Negative,,2024-11,False
A002224,D01066,R005,Follow-up,2024-01-11,45,Positive,Decision deferred,2024-01,True
A002225,D00411,R005,Demo,2024-02-17,15,Positive,Budget approved,2024-02,True
A002226,D00806,R001,Meeting,2024-02-26,30,Neutral,Champion confirmed,2024-02,False
A002227,D00610,R004,Follow-up,2024-06-12,90,Positive,Sent pricing deck,2024-06,True
A002228,D00427,R005,Follow-up,2023-08-16,30,Neutral,,2023-08,False
A002229,D00902,R005,Proposal Sent,2024-11-01,90,Neutral,,2024-11,False
A002230,D00942,R004,Follow-up,2023-12-13,120,Neutral,Stakeholder meeting set,2023-12,False
A002231,D00742,R004,Call,2023-09-27,90,Neutral,,2023-09,False
A002232,D00328,R004,Demo,2024-03-22,45,Negative,Decision deferred,2024-03,False
A002233,D00052,R002,Call,2024-10-02,60,Neutral,Budget approved,2024-10,False
A002234,D00376,R005,Follow-up,2023-06-29,30,Positive,Sent pricing deck,2023-06,True
A002235,D00263,R002,Demo,2024-03-02,15,Positive,Champion confirmed,2024-03,True
A002236,D00267,R005,Demo,2024-12-31,15,No Response,Stakeholder meeting set,2024-12,False
A002237,D00359,R001,Call,2023-06-06,30,Neutral,Champion confirmed,2023-06,False
A002238,D00652,R002,Meeting,2023-10-18,60,Negative,Awaiting legal review,2023-10,False
A002239,D00046,R001,Proposal Sent,2024-06-26,120,Neutral,Awaiting legal review,2024-06,False
A002240,D00600,R003,Email,2024-09-03,120,Neutral,Awaiting legal review,2024-09,False
A002241,D00720,R003,Email,2024-01-08,90,Positive,,2024-01,True
A002242,D00601,R004,Meeting,2024-12-04,45,Neutral,Follow up scheduled,2024-12,False
A002243,D00381,R001,Demo,2024-07-31,90,Positive,Awaiting legal review,2024-07,True
A002244,D00118,R005,Proposal Sent,2024-07-31,15,Positive,Follow up scheduled,2024-07,True
A002245,D00116,R005,Email,2024-04-23,30,No Response,Stakeholder meeting set,2024-04,False
A002246,D00260,R005,Meeting,2023-03-27,30,Positive,Follow up scheduled,2023-03,True
A002247,D01099,R004,Demo,2023-12-14,60,Positive,Stakeholder meeting set,2023-12,True
A002248,D00305,R004,Proposal Sent,2023-02-14,90,Neutral,Awaiting legal review,2023-02,False
A002249,D00007,R001,Call,2024-06-19,45,Positive,Champion confirmed,2024-06,True
A002250,D00366,R002,Call,2024-06-13,60,Negative,Sent pricing deck,2024-06,False
A002251,D00523,R001,Email,2024-05-27,15,Neutral,Follow up scheduled,2024-05,False
A002252,D00429,R003,Follow-up,2024-05-05,90,Positive,Sent pricing deck,2024-05,True
A002253,D00791,R003,Demo,2024-12-05,60,Neutral,Stakeholder meeting set,2024-12,False
A002254,D00747,R003,Call,2023-11-21,30,Positive,Stakeholder meeting set,2023-11,True
A002255,D00367,R004,Proposal Sent,2024-12-20,60,Positive,Champion confirmed,2024-12,True
A002256,D00313,R002,Follow-up,2023-08-04,60,Negative,Champion confirmed,2023-08,False
A002257,D00538,R005,Demo,2023-06-02,120,No Response,Follow up scheduled,2023-06,False
A002258,D00921,R002,Email,2024-02-01,30,Positive,Awaiting legal review,2024-02,True
A002259,D01078,R005,Call,2024-11-19,45,Neutral,,2024-11,False
A002260,D00865,R002,Call,2023-08-08,15,Positive,Stakeholder meeting set,2023-08,True
A002261,D01188,R004,Proposal Sent,2023-04-19,30,Negative,,2023-04,False
A002262,D00782,R002,Proposal Sent,2023-08-27,15,Negative,Decision deferred,2023-08,False
A002263,D00334,R002,Demo,2024-03-20,60,No Response,Budget approved,2024-03,False
A002264,D00798,R002,Follow-up,2023-06-06,90,Positive,Budget approved,2023-06,True
A002265,D00348,R003,Email,2024-09-06,45,Positive,Champion confirmed,2024-09,True
A002266,D00273,R005,Meeting,2023-08-23,15,Neutral,Budget approved,2023-08,False
A002267,D00963,R003,Meeting,2024-09-02,30,Positive,Awaiting legal review,2024-09,True
A002268,D00720,R003,Meeting,2023-10-12,30,Neutral,Follow up scheduled,2023-10,False
A002269,D00500,R002,Demo,2024-07-23,45,Negative,Decision deferred,2024-07,False
A002270,D01117,R005,Meeting,2023-03-08,60,Neutral,,2023-03,False
A002271,D00685,R002,Proposal Sent,2023-03-19,90,Neutral,,2023-03,False
A002272,D00079,R002,Demo,2023-10-30,45,Positive,Budget approved,2023-10,True
A002273,D00622,R002,Meeting,2024-09-20,45,No Response,Champion confirmed,2024-09,False
A002274,D00947,R005,Email,2024-09-21,15,No Response,Decision deferred,2024-09,False
A002275,D00358,R001,Proposal Sent,2024-01-19,120,No Response,Awaiting legal review,2024-01,False
A002276,D00618,R002,Email,2023-06-17,120,Positive,Awaiting legal review,2023-06,True
A002277,D00507,R004,Follow-up,2023-02-10,60,Positive,Sent pricing deck,2023-02,True
A002278,D00576,R004,Proposal Sent,2023-09-01,30,Positive,Champion confirmed,2023-09,True
A002279,D00244,R005,Proposal Sent,2023-03-11,15,Positive,Budget approved,2023-03,True
A002280,D00506,R002,Demo,2024-12-16,45,Neutral,Champion confirmed,2024-12,False
A002281,D00422,R005,Follow-up,2023-12-22,120,Positive,Sent pricing deck,2023-12,True
A002282,D01111,R002,Email,2023-05-19,45,Neutral,Awaiting legal review,2023-05,False
A002283,D00217,R004,Follow-up,2024-07-25,30,Negative,Champion confirmed,2024-07,False
A002284,D01009,R005,Email,2024-02-25,60,Positive,Awaiting legal review,2024-02,True
A002285,D01193,R004,Proposal Sent,2023-04-23,45,Neutral,Stakeholder meeting set,2023-04,False
A002286,D00330,R004,Email,2023-11-07,60,Positive,Decision deferred,2023-11,True
A002287,D00650,R002,Follow-up,2024-08-09,45,Positive,Follow up scheduled,2024-08,True
A002288,D00391,R002,Meeting,2023-05-12,120,Positive,,2023-05,True
A002289,D00381,R001,Proposal Sent,2024-04-28,60,Neutral,Decision deferred,2024-04,False
A002290,D00742,R004,Demo,2023-08-13,60,No Response,Stakeholder meeting set,2023-08,False
A002291,D00820,R002,Call,2024-05-23,15,Negative,Sent pricing deck,2024-05,False
A002292,D00673,R001,Follow-up,2024-08-22,15,Positive,Follow up scheduled,2024-08,True
A002293,D00513,R005,Proposal Sent,2023-03-26,30,Neutral,,2023-03,False
A002294,D00949,R001,Email,2024-11-26,60,Neutral,Stakeholder meeting set,2024-11,False
A002295,D00930,R003,Demo,2023-05-21,45,Neutral,Stakeholder meeting set,2023-05,False
A002296,D00913,R002,Meeting,2023-10-26,60,Positive,Awaiting legal review,2023-10,True
A002297,D00644,R004,Follow-up,2023-05-29,45,Positive,Follow up scheduled,2023-05,True
A002298,D00427,R005,Follow-up,2023-09-05,90,Neutral,Decision deferred,2023-09,False
A002299,D00502,R005,Call,2024-12-21,15,No Response,Awaiting legal review,2024-12,False
A002300,D00730,R002,Proposal Sent,2023-03-29,15,No Response,Stakeholder meeting set,2023-03,False
A002301,D00071,R003,Proposal Sent,2024-02-24,45,Positive,Budget approved,2024-02,True
A002302,D00478,R002,Proposal Sent,2024-04-17,90,No Response,Budget approved,2024-04,False
A002303,D00457,R005,Email,2024-12-28,45,Positive,Champion confirmed,2024-12,True
A002304,D00189,R003,Follow-up,2023-07-03,30,Negative,Decision deferred,2023-07,False
A002305,D00291,R001,Proposal Sent,2024-04-19,90,Neutral,,2024-04,False
A002306,D00920,R004,Follow-up,2024-09-27,30,Positive,Decision deferred,2024-09,True
A002307,D00292,R001,Email,2023-12-25,30,No Response,Awaiting legal review,2023-12,False
A002308,D00756,R002,Meeting,2023-06-17,45,Positive,,2023-06,True
A002309,D00377,R001,Follow-up,2023-10-10,60,Neutral,Decision deferred,2023-10,False
A002310,D01180,R004,Proposal Sent,2023-07-25,120,Neutral,Stakeholder meeting set,2023-07,False
A002311,D00508,R004,Meeting,2024-01-26,30,Neutral,Awaiting legal review,2024-01,False
A002312,D00528,R002,Follow-up,2024-02-18,30,Positive,,2024-02,True
A002313,D00559,R001,Proposal Sent,2023-11-19,30,Negative,,2023-11,False
A002314,D01055,R002,Follow-up,2023-12-12,15,Neutral,Champion confirmed,2023-12,False
A002315,D00260,R005,Call,2023-05-07,45,Neutral,Stakeholder meeting set,2023-05,False
A002316,D00421,R005,Follow-up,2024-05-21,120,Positive,Champion confirmed,2024-05,True
A002317,D00304,R005,Meeting,2024-04-29,30,Positive,Decision deferred,2024-04,True
A002318,D00942,R004,Meeting,2024-01-05,60,Neutral,Follow up scheduled,2024-01,False
A002319,D01063,R001,Demo,2024-07-05,45,Positive,Stakeholder meeting set,2024-07,True
A002320,D00542,R004,Proposal Sent,2024-12-11,60,Positive,Decision deferred,2024-12,True
A002321,D01090,R002,Meeting,2024-12-31,30,Negative,Decision deferred,2024-12,False
A002322,D00108,R002,Proposal Sent,2024-09-30,45,Negative,,2024-09,False
A002323,D00268,R005,Email,2024-12-18,45,Negative,Budget approved,2024-12,False
A002324,D00222,R004,Follow-up,2023-07-22,30,Positive,Stakeholder meeting set,2023-07,True
A002325,D01114,R001,Meeting,2024-07-10,90,Neutral,Champion confirmed,2024-07,False
A002326,D00693,R003,Meeting,2023-03-22,60,Neutral,Budget approved,2023-03,False
A002327,D00255,R001,Email,2023-09-27,60,Neutral,Sent pricing deck,2023-09,False
A002328,D00253,R001,Proposal Sent,2023-11-05,60,Neutral,Budget approved,2023-11,False
A002329,D00257,R001,Follow-up,2024-07-06,60,Positive,Awaiting legal review,2024-07,True
A002330,D00383,R005,Meeting,2024-12-07,90,Positive,Budget approved,2024-12,True
A002331,D00442,R005,Follow-up,2024-09-28,45,Negative,Awaiting legal review,2024-09,False
A002332,D00599,R001,Follow-up,2023-03-30,30,Positive,Decision deferred,2023-03,True
A002333,D01114,R001,Email,2024-08-21,120,Positive,Stakeholder meeting set,2024-08,True
A002334,D00390,R002,Proposal Sent,2024-11-30,60,No Response,,2024-11,False
A002335,D00582,R003,Email,2023-11-09,120,Negative,Decision deferred,2023-11,False
A002336,D01068,R003,Follow-up,2024-11-11,90,Positive,Stakeholder meeting set,2024-11,True
A002337,D00598,R005,Proposal Sent,2023-12-07,120,Negative,Decision deferred,2023-12,False
A002338,D00019,R005,Demo,2023-07-15,15,Neutral,Follow up scheduled,2023-07,False
A002339,D01125,R001,Proposal Sent,2024-12-31,90,Positive,Follow up scheduled,2024-12,True
A002340,D00607,R002,Call,2024-03-14,120,Positive,Champion confirmed,2024-03,True
A002341,D00033,R004,Proposal Sent,2023-04-11,15,Neutral,Champion confirmed,2023-04,False
A002342,D00862,R002,Proposal Sent,2024-06-16,60,Positive,Awaiting legal review,2024-06,True
A002343,D00155,R003,Proposal Sent,2024-11-22,30,Positive,Awaiting legal review,2024-11,True
A002344,D00905,R002,Proposal Sent,2023-09-23,15,Positive,Sent pricing deck,2023-09,True
A002345,D00405,R001,Proposal Sent,2023-06-16,120,Positive,Sent pricing deck,2023-06,True
A002346,D00844,R001,Call,2024-10-30,30,Neutral,Champion confirmed,2024-10,False
A002347,D01185,R003,Meeting,2024-11-24,60,Positive,,2024-11,True
A002348,D00747,R003,Call,2023-11-07,90,Negative,Sent pricing deck,2023-11,False
A002349,D01141,R004,Meeting,2023-06-03,45,Neutral,Stakeholder meeting set,2023-06,False
A002350,D00271,R001,Follow-up,2023-09-17,90,Neutral,Budget approved,2023-09,False
A002351,D00770,R001,Meeting,2024-12-12,45,Neutral,Stakeholder meeting set,2024-12,False
A002352,D00172,R003,Email,2023-07-18,45,Positive,Champion confirmed,2023-07,True
A002353,D00274,R002,Follow-up,2023-05-23,60,Positive,Sent pricing deck,2023-05,True
A002354,D00259,R003,Email,2024-02-26,45,Neutral,Budget approved,2024-02,False
A002355,D01159,R003,Email,2023-12-16,90,Positive,Stakeholder meeting set,2023-12,True
A002356,D00422,R005,Call,2024-02-26,120,Positive,Stakeholder meeting set,2024-02,True
A002357,D00364,R001,Email,2023-10-03,60,No Response,Decision deferred,2023-10,False
A002358,D00378,R001,Email,2024-05-20,60,Neutral,Sent pricing deck,2024-05,False
A002359,D00580,R001,Email,2024-04-05,90,Neutral,Decision deferred,2024-04,False
A002360,D00891,R002,Demo,2024-09-22,45,Neutral,Budget approved,2024-09,False
A002361,D00722,R003,Call,2023-04-11,15,Negative,Follow up scheduled,2023-04,False
A002362,D00881,R002,Follow-up,2023-06-01,30,Neutral,Awaiting legal review,2023-06,False
A002363,D01122,R001,Proposal Sent,2023-06-04,45,Neutral,Follow up scheduled,2023-06,False
A002364,D00605,R002,Follow-up,2024-08-06,90,Positive,Follow up scheduled,2024-08,True
A002365,D00022,R004,Follow-up,2023-05-24,45,Neutral,Champion confirmed,2023-05,False
A002366,D01196,R002,Follow-up,2023-06-19,15,Negative,Budget approved,2023-06,False
A002367,D00383,R005,Email,2024-12-04,120,Negative,Champion confirmed,2024-12,False
A002368,D00134,R003,Meeting,2023-09-03,30,Positive,Follow up scheduled,2023-09,True
A002369,D01049,R001,Demo,2024-09-07,15,Positive,Sent pricing deck,2024-09,True
A002370,D00503,R001,Proposal Sent,2024-11-26,15,Positive,Decision deferred,2024-11,True
A002371,D01109,R003,Meeting,2023-06-09,90,Positive,Follow up scheduled,2023-06,True
A002372,D00144,R005,Email,2024-02-02,45,No Response,,2024-02,False
A002373,D00224,R004,Demo,2023-12-05,15,Positive,Champion confirmed,2023-12,True
A002374,D00220,R005,Call,2023-12-26,45,Positive,Follow up scheduled,2023-12,True
A002375,D00179,R004,Proposal Sent,2024-09-06,90,Positive,Sent pricing deck,2024-09,True
A002376,D00433,R002,Demo,2023-03-16,120,No Response,Champion confirmed,2023-03,False
A002377,D00265,R002,Proposal Sent,2024-12-09,120,Positive,Sent pricing deck,2024-12,True
A002378,D00954,R001,Call,2024-11-12,90,Negative,Awaiting legal review,2024-11,False
A002379,D00429,R003,Call,2024-04-07,60,Neutral,Awaiting legal review,2024-04,False
A002380,D00416,R001,Call,2024-10-31,60,Positive,Decision deferred,2024-10,True
A002381,D00727,R003,Email,2024-12-26,30,Positive,Decision deferred,2024-12,True
